# Radio PRO 2021.1.0
# © 2015-2021 by crosstales LLC (https://www.crosstales.com)
#
# List of all radio stations from 'RadioProviderUser'
# Created: 16.01.2021
# Name;Url;DataFormat;AudioFormat;Station (optional);Genres (optional);Bitrate (in kbit/s, optional);Rating (0-5, optional);Description (optional);ExcludeCodec (optional);ChunkSize (in KB, optional);BufferSize (in KB, optional);IconUrl (optional);City (optional);Country (optional);Language (optional)
Dimension Latina;http://stream.dar.fm/116956;Stream;MP3;http://www.miradio.com;latin, salsa, reggaeton, merengue;192;3.0;;None;16;64;https://cdn-profiles.tunein.com/s280937/images/logoq.jpg?t=154644;Rochester;US;Spanish
Station Name 97 Underground;http://stream.dar.fm/150682;Stream;MP3;www.97underground.com;rock;192;3.0;;None;16;64;https://cdn-profiles.tunein.com/s105507/images/logoq.png?t=155126;;;
Rockaway Radio;http://stream.dar.fm/156736;Stream;MP3;https://www.rockawayradio.com;classic rock, country, hard rock;320;3.0;;None;16;64;https://fastcast4u.com/player/efxvntor/_user/cover/e/efxvntor/ch0_permanent.png;Columbus;US;English
GotRadio - Metal Madness;http://stream.dar.fm/97277;Stream;MP3;http://www.gotradio.com;metal;128;3.0;;None;16;64;https://static.radio.net/images/broadcasts/be/34/7947/c175.png;Antelope;US;English
WDRC-FM;http://stream.dar.fm/10924;Stream;MP3;http://www.1029thewhale.com/;classic rock;128;3.0;Hartford's Classic Rock;None;16;64;https://lh3.googleusercontent.com/oGcliJug9fzSHafLgKkUrZcCEhvm2BdFE8qw2B0_e7HGP4vCctbYjcBMKdrigI05zA;;;
crazy4live;http://stream.dar.fm/159020;Stream;MP3;laut.fm/crazy4live;various;128;3.0;;None;16;64;https://assets.laut.fm/0956681dcd0fec47062deedbb84b34d7;;;
Atlas Haven Radio Jutebox;http://stream.dar.fm/86219;Stream;MP3;http://www.atlashavenradio.com;rock;128;3.0;Entropia Universe's #1 Radio Station right here;None;16;64;https://www.radio.pervii.com/logo/99563.jpg;;;
rocksong-radio;http://stream.dar.fm/153137;Stream;MP3;laut.fm/rocksong-radio;rock;128;3.0;ROCKSONG-RADIO ... das sind DIE BESTEN ROCKSONGS! 24 Stunden Musik mit Inhalt - von der chilligen SINGER-SONGWRITER-BALLADE bis zum griffigen HARDROCK-GEWITTER ... vom OLDIE bis zum aktuellen Chartbreaker: ALLES ROCK!;None;16;64;https://assets.laut.fm/90558a45cf1db79134870bad54b68298;;;
WRPS 88.3 FM - Rockland's Own Alternative Radio;http://stream.dar.fm/120261;Stream;MP3;http://www.wrpsrockland.com;adult alternative;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s22554q.png;;;
Dancefmlive Love;http://stream.dar.fm/156815;Stream;MP3;http://www.dancefmlive.com;100% relaxing love smooth classics;192;3.0;;None;16;64;https://www.dancefmlive.net/beta/wp-content/uploads/2019/06/love-512-300x300.jpg;;;
OnlineFM :: Your Internet Radio;http://stream.dar.fm/148898;Stream;MP3;https://onlinefm.stream;alternative;128;3.0;;None;16;64;https://images-na.ssl-images-amazon.com/images/I/817EE52SHSL._SY355_.png;;;
80s;http://stream.dar.fm/159794;Stream;MP3;laut.fm/80s;80s, hits, oldies, classic rock, classic hits, evergreens, schlager, pop, disco;128;3.0;Die größten Hits und Klassiker der 80er. Die Charts der 80s aus Deutschland, den UK Top 40 Charts und den Billboard Hot 100. Das Programm befindet sich im Aufbau...;None;16;64;https://assets.laut.fm/a1432d914ddd414541db9d39f8b624ae;;;
guitarworld;http://stream.dar.fm/152749;Stream;MP3;laut.fm/guitarworld;rock, alternative rock, alternative, indie, pop, punk, classic rock, chillout, country;128;3.0;Alternative? Metal? Rock? Punk? Wave? Ja, von allem etwas, aber nur ausgewählte Songs ... Mit einem bunten Programm aus frischen Newcomern und etablierten Songs möchten wir euch unterhalten. Dabei liegt das Hauptaugenmerk unseres Mixes auf Gitarrenmusik.;None;16;64;https://assets.laut.fm/ca6cc8980d8ee453642948f467a169b1;;;
hit-radio-nr1;http://stream.dar.fm/152865;Stream;MP3;laut.fm/hit-radio-nr1;pop, disco, chillout, alternative, house, dance & electronic, rock;128;3.0;Wir Spielen das was einfach im Radio Laufen muss.;None;16;64;https://assets.laut.fm/4cf1ad632b259b0e0f21762a43f7d0fd;;;
anzilistix;http://stream.dar.fm/152955;Stream;MP3;laut.fm/anzilistix;rap;128;3.0;Kopfnicken bis zur Halswirbelsäulenverrenkung.;None;16;64;https://assets.laut.fm/5a00ffcdffb4e631f7d24c43da548fcc;;;
Dancefmlive Reggae;http://stream.dar.fm/156816;Stream;MP3;http://www.dancefmlive.com;100% reggae & classics;192;3.0;;None;16;64;https://www.dancefmlive.net/wp-content/uploads/2019/06/reggae-logo.jpg;;;
Surf Roots Radio;http://stream.dar.fm/36804;Stream;MP3;http://surfroots.com;caribbean;128;3.0;;None;16;64;https://api.ning.com/files/zXzp3DhECP5oRdObWJvTR1cqgT-HvOxMB*wmaGuFIUMA2Knw*-SiLMGxryuoq2X-Re*TW5lrxUWeA1-B0iTevsNxIuNJ6c7O/surfrootsradio2.png?width=220;Carlsbad;US;English
GloballyRelaxed Stream;http://stream.dar.fm/96863;Stream;MP3;http://globallyrelaxed.com;chill dub reggae electronica lounge;128;3.0;We aim to bring you the best in chillout , lounge, relaxing dub, electronica and ambient, perfect for that after club or de-stressing time.;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/1/25841.png;;;
KNR The Beat of The Kingdom;http://stream.dar.fm/83679;Stream;MP3;https://knr1.com;reggae;128;3.0;Providing quality sound and programmingWe deliver conscious reggae, hip-hop, r&b, house, funk, dubstep etc.To the airwaves of the world from the control tower of KNRKingdom Nubia Radio;None;16;64;https://nebula.wsimg.com/394d420addadcb95aafd0406dac8f1f9?AccessKeyId=8C45D769C72F9E1BB6E3&disposition=0&alloworigin=1;;;
Aylanman Radio Lounge;http://stream.dar.fm/92200;Stream;MP3;http://www.aylanmanradio.com/lounge;your #1 internet source for reggae hip hop and more...;256;3.0;Aylanman Radio is a creative platform for independent DJ's and artist to spread their artistic craft. Its not just reggae, our goal is to bring great variety to the listeners. Reggae has its roots in many genres. Our format includes Reggae, Calypso, Soca, R&B, Soul, Jazz, Latin, Hip Hop, Rap and more.;None;16;64;https://static.wixstatic.com/media/8b8081_90e5559e7e4a4b918a97f5593595d6a1.png/v1/fill/w_427,h_158,al_c,usm_0.66_1.00_0.01/8b8081_90e5559e7e4a4b918a97f5593595d6a1.png;;US;English
rayradio;http://stream.dar.fm/159810;Stream;MP3;laut.fm/rayradio;hip-hop, rock, jazz, pop, schlager, electropop, electro;128;3.0;Das coolste Radio das es gibt.;None;16;64;https://assets.laut.fm/41f99bfa429108f736e0ee6cdc39679b;;;
weakfm_offizial;http://stream.dar.fm/154470;Stream;MP3;laut.fm/weakfm_offizial;pop, rock;128;3.0;WeakFM dein Radio mit Geschmack!TeamSpeak IP:WeakFM.;None;16;64;https://assets.laut.fm/856c7213e30683d712de0916ddbcf038;;;
24-7 Just Rock;http://stream.dar.fm/118739;Stream;MP3;http://www.24-7nicheradio.com;hard rock;128;3.0;;None;16;64;https://24-7nicheradio.com/wp-content/uploads/2017/04/hardrock.png;;;
radiostolberg-rock;http://stream.dar.fm/159914;Stream;MP3;laut.fm/radiostolberg-rock;rock, metal, metalcore, alternative, nu-metal;128;3.0;radioSTOLBERG ROCK - dein Sender für Rock, Metal, Altenativ uvm. aus der Kupferstadt.;None;16;64;https://assets.laut.fm/93bfc79210fe4d82b1ba99f4575cb46e;;;
Blown;http://stream.dar.fm/150869;Stream;MP3;http://crucialvelocity.ca;classic rock;192;3.0;Classic Rock and Metal from the 60’s and 70’s;None;16;64;https://cdn-radiotime-logos.tunein.com/s256973q.png;;;
blue-vinyl-sounds;http://stream.dar.fm/156144;Stream;MP3;laut.fm/blue-vinyl-sounds;rock, alternative, blues, electropop, jazz, indie, funk, soul, progressive rock;128;3.0;;None;16;64;https://assets.laut.fm/946bbdc04e757691a2779d7d93816bbb;;;
soul-kitchen-fm;http://stream.dar.fm/153174;Stream;MP3;laut.fm/soul-kitchen-fm;various;128;3.0;Wir möchten mit unserem Radio, sowie unserem Tourblog altbewährtem und neuem Musikgut eine Plattform bieten.;None;16;64;https://assets.laut.fm/15b83137c3216d2b36f1c8c7247a1715;;;
Asterisco Radio;http://stream.dar.fm/35761;Stream;MP3;http://asteriscoradio.com/;world;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/8a/63/8a63b55aa42e039925c03d14d5d67a20.jpg;Bologna;IT;Italian
Allzic Radio Reggae;http://stream.dar.fm/129990;Stream;MP3;http://www.allzicradio.com;music, reggae;128;3.0;Allzic Radio Reggae - Vous écoutez en direct le meilleur des titres reggae sur Allzic Radio Reggae. Allzic Radio Reggae diffuse des titres cultes reggae, pour ravir les amateurs de reggae musique. Radio sans pub en ligne, Allzic Radio Reggae est diffusée avec un son HQ (haute qualité).;None;16;64;https://covers.eg-ad.fr/allzic-reggae-1400x1400.png;;FR;French
soundarena;http://stream.dar.fm/153079;Stream;MP3;laut.fm/soundarena;hip-hop, rap, reggae, dancehall;128;3.0;++Madddest Dancehall Hip Hop Arenaa++.;None;16;64;https://assets.laut.fm/4f5c4056f6fc8c567e6bb74387791a13;;;
big-up;http://stream.dar.fm/152740;Stream;MP3;laut.fm/big-up;reggae, roots reggae, german reggae, rockstady, dub;128;3.0;Big-Up 2.;None;16;64;https://assets.laut.fm/5534ba774acc4302074cdf01b93868bf;;;
GotRadio - OG's Hip Hop and RnB;http://stream.dar.fm/20710;Stream;MP3;http://www.gotradio.com;urban;128;3.0;GotRadio - Old School - Serving Up a delicious blend of old school hip hop, rnb and funk! Best of Old School Rap featuring Rick James, Prince, James brown, Paliment, Curtis Mayfield, Kool & the Gang, Tag Team, Kid 'n Play, Run-D.M.C., Cheryl Lynn, Kool Moe Dee, Ditital Underground and deep LP cuts.;None;16;64;https://static.radio.net/images/broadcasts/74/67/8894/c175.png;;;
Radio New York Live - Devices;http://stream.dar.fm/34387;Stream;MP3;http://www.radionylive.com;top40;128;3.0;FROM THE VERY HEART OF MANHATTAN IN NEW YORK CITY, THE REAL BIG APPLE SOUND;None;16;64;https://static.radio.net/images/broadcasts/a7/75/11159/c175.png;;;
sneeze;http://stream.dar.fm/159805;Stream;MP3;laut.fm/sneeze;hip-hop, rap, charts, pop, remix;128;3.0;Non-Stop Charts, Pop und Hiphop!Wir lieben Musik. Bei uns erlebt ihr pausenlos gute Musik.;None;16;64;https://assets.laut.fm/ca620dea0da94c1639a9e30a4a7009a6;;;
soulfunky;http://stream.dar.fm/153091;Stream;MP3;laut.fm/soulfunky;soul, funk, disco;128;3.0;Soul, Funk & Disco der letzten 5 Jahrzehnte.  Die besten Soulballaden, funky Sounds und Disco-Tracks, die es jemals gab, werden hier gespielt.  Feel the Groove and keep it funky!;None;16;64;https://assets.laut.fm/a502163e8cec909ab0f8f448867a29de;;;
Radio Etna Espresso;http://stream.dar.fm/21209;Stream;MP3;http://www.radioetnaespresso.com;pop;128;3.0;La radio di Acireale.;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/97VqA2EYkQ.png;Sicily;IT;Italian
Radio 538;http://stream.dar.fm/13392;Stream;MP3;https://www.538.nl;top 40;128;3.0;;None;16;64;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Logo_538_Nederland.png/150px-Logo_538_Nederland.png;Rotterdam;NL;Other
top100germany;http://stream.dar.fm/140423;Stream;MP3;laut.fm/top100germany;pop, charts;128;3.0;Top100 Germany sendet schon einige Jahre Ab Augutsrt wechseln wir dann Kompett hier auf Laut.fm.;None;16;64;https://assets.laut.fm/dd84a7cbbeba60ee1c0a285ce3c850cd;;;
Kronehit US CHarts;http://stream.dar.fm/124374;Stream;MP3;http://www.kronehit.at/alles-ueber-kronehit/kronehit-empfangen/kronehit-us-charts;pop;128;3.0;Die KRONEHIT US Charts– die TOP 30 aus den USA im Countdown!Präsentiert von KRONEHIT Charts-Moderator Christian Mederitsch.;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/124374.jpg;;;
leilileili;http://stream.dar.fm/153201;Stream;MP3;laut.fm/leilileili;rock, pop, alternative, alternative rock;128;3.0;Schmackes auf die Lauscher & Dampf in die Beine.;None;16;64;https://assets.laut.fm/d7f7f1fffae74b5585f8fab467b164ee;;;
Hitradio OE3;http://stream.dar.fm/36470;Stream;MP3;https://oe3.orf.at;00s, 80s, 90s;192;3.0;"Hitradio ""O3, das meistgeh""orte Radio ""Osterreichs, mit den aktuellen Charthits, Pop und Rock aus den 80er- und 90er-Jahren und der Morning Show mit der lustigsten Comedy.""O3 ist ""Osterreichs Informations- und Serviceradio.";None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/36470.jpg;;;
7Dreamradio;http://stream.dar.fm/34029;Stream;MP3;https://www.7dreamradio.de;misc;192;3.0;;None;16;64;https://is3-ssl.mzstatic.com/image/thumb/Purple111/v4/7f/be/bf/7fbebfd4-dff7-8099-28dc-15f84e5ded73/source/60x60bb.jpg;Essen;DE;German
Ods Radio Top10;http://stream.dar.fm/157410;Stream;MP3;http://www.odsradio.com/radio/webradio;music, world mediterranean, top 40;128;3.0;;None;16;64;https://www.odsradio.com/media/radio/thumb/90x90_ods-logo-rond-byallzic-top10.png;Paris;FR;French
Mix FM;http://stream.dar.fm/37582;Stream;MP3;http://www.shoutcast.com;music, dance, dance;128;3.0;;None;16;64;https://media.fishtank.my/media/mix/assets/logo/logo-header.png?ext=.png;Kuala Lumpur;MY;English
Shuffle Radio;http://stream.dar.fm/128230;Stream;MP3;http://thisisshuffle.co.uk;pop;128;3.0;Playing Just Great Music. Today's Chart Hits and the greatest hits of the 80s,90s and now.;None;16;64;https://static.radio.net/images/broadcasts/d8/2d/36893/1/c175.png;;;
FUN Radio Live;http://stream.dar.fm/36752;Stream;MP3;http://www.funradio.sk;pop;128;3.0;Fun Radio BA Bratislava Slovak Republic;None;16;64;https://static.radio.net/images/broadcasts/ae/da/13599/1/c300.png;;;
24-7 Northern Soul;http://stream.dar.fm/121106;Stream;MP3;http://www.24-7nicheradio.com;soul;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s256603q.png;;;
wonderlandradio;http://stream.dar.fm/63818;Stream;MP3;http://www.wonderlandradio.nl;other;192;3.0;;None;16;64;https://jplayer-generator.live-streams.nl/upload/11697194.jpg;;;
Music Factory | Athens | Greece;http://stream.dar.fm/86429;Stream;MP3;http://musicfactory.gr/;house. electronic. dance;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/2b/b0/2bb06bf6a42bd9c62f7585e12d8abf04.jpg;;;
soundofmelody;http://stream.dar.fm/157188;Stream;MP3;laut.fm/soundofmelody;house, dance & electronic, hardcore, new wave, chillout, minimal, pop, rock, hip-hop;128;3.0;Willkommen bei TurboBeats.de ! Dein Sender mit der besseren Musik! Wir spielen deine Musik von A-Z!;None;16;64;https://assets.laut.fm/cfed4c47d6f03035f5a0b64e549b1cd1;;;
Radio 2;http://stream.dar.fm/144253;Stream;MP3;www.radio2.si;pop;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s262412q.png;;;
EstereoMil;http://stream.dar.fm/18001;Stream;MP3;http://www.estereomil.com;80s;128;3.0;Sitio de música, ocio, comunidad, música de los ochenta 80 en Honduras, Los mejores exitos de lo 80' en la mil. :: Estereo Mil :: 24/7;None;16;64;https://www.estereomil.com/wp-content/uploads/2018/09/Estereomil-Logo.png;;;
Motown Magic Oldies;http://stream.dar.fm/143753;Stream;MP3;http://www.motownmagicOldies.com;oldies motown soul rnb 60s 70s 80s;192;3.0;;None;16;64;https://is2-ssl.mzstatic.com/image/thumb/Music/v4/35/39/25/3539255b-ce56-3ba1-299c-f250fd0c0bf8/source/100x100bb.jpg;;US;English
Radio Levanto;http://stream.dar.fm/126900;Stream;MP3;http://www.rlv.it/;adult alternative;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/59/d5/59d5b788a8edb60f1aac36807174726e.jpg;;;
kult;http://stream.dar.fm/153333;Stream;MP3;laut.fm/kult;blues, pop, rock, disco, world music, trip-hop, trance, techno, synthiepop;128;3.0;Radio Kultig 2.0.;None;16;64;https://assets.laut.fm/9d90b4bf74a024b1eac8bbdb41d9e753;;;
Radyo ODTU Easy;http://stream.dar.fm/121963;Stream;MP3;http://www.radyoodtu.com.tr;easy listening;128;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/8/76148.v2.png;;;
Radio Ton Live MT;http://stream.dar.fm/145553;Stream;MP3;http://www.radioton.de;rock/pop;192;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/ptvdmhrzzk4r.jpeg;;;
destroyed;http://stream.dar.fm/140881;Stream;MP3;laut.fm/destroyed;pop,rock,deutsch,charts,aktuell,illerradios;128;3.0;Destroyed FM - Jung, modern, rebellisch. Alles was angesagt und modern ist hört Ihr bei uns. Destroyed FM ist Dein Radiorebell.;None;16;64;https://assets.laut.fm/dabd061f70396f08cc1e7ef99bd484d1;;;
RADIO OLOT: radiolot.cat;http://stream.dar.fm/39492;Stream;MP3;http://www.radiolot.cat;various;192;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s80159q.png;;;
vinyl-maxi-fm;http://stream.dar.fm/138814;Stream;MP3;laut.fm/vinyl-maxi-fm;italo-disco, 80s, 90s, 70s;128;3.0;"Vinyl Maxi Singles ""Nur die Knüller - nicht die Füller"" mit Live Events. The Radio-Station is produced by former DJ´s. Stay tuned for more music!";None;16;64;https://assets.laut.fm/86d20e4092ba2df7f4503eb19d9f09e1;;;
100rock;http://stream.dar.fm/141072;Stream;MP3;laut.fm/100rock;rock, hard rock, metal;128;3.0;Ohne Gitarren und eingängige Riffs geht hier gar nichts. Hier gibt's 100% große Rockerfolge. Hier röhrt's - aber wie!;None;16;64;https://assets.laut.fm/7ed1a2f8d182fca94794e9cba6ece486;;;
TOP 80 - TODOS OS EXITOS DE 80 A 2000;http://stream.dar.fm/150233;Stream;MP3;http://www.top80.fm;80s;320;3.0;;None;16;64;https://static.radio.net/images/broadcasts/cc/94/18978/c175.png;;;
reality-sound;http://stream.dar.fm/161038;Stream;MP3;laut.fm/reality-sound;dance,80er,90er;128;3.0;Musik wie die Festplatten es her geben.;None;16;64;http://assets.laut.fm/04b492af1d35ed9dd1dfae9e83ab7132;;;
MAXXI One, Pop Radio Hits;http://stream.dar.fm/87281;Stream;MP3;http://www.maxxi-one.fr;pop, rock, varied;128;3.0;;None;16;64;https://www.radiosplay.com/logos/7/1/1/2/71124.png;;;
king_vibes;http://stream.dar.fm/139251;Stream;MP3;laut.fm/king_vibes;hip-hop, rock;128;3.0;H.;None;16;64;https://assets.laut.fm/11df0a62af3de4cb11eeaa1509564397;;;
Radio Vela;http://stream.dar.fm/59994;Stream;MP3;http://www.radiovela.it;top 40;128;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/VUX9Z98xSF.jpg;Sicily;IT;Italian
Power Radio;http://stream.dar.fm/17194;Stream;MP3;http://www.Power-Radio.de;pop;128;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/2/642.v1.png;;;
ROCK RADIO SI;http://stream.dar.fm/66591;Stream;MP3;http://www.rockradio.si;classic rock, rock;128;3.0;Slovenian radio;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/66591.jpg;;;
GotRadio - Classic Country;http://stream.dar.fm/69687;Stream;MP3;http://www.gotradio.com;country;128;3.0;Put on your kickers and take a trip back to the days when Country was King. Hear all your classic country favorites from Loretta Lynn, Dolly Parton, Oak Ridge Boys;None;16;64;https://static.radio.net/images/broadcasts/be/34/7947/c175.png;Antelope;US;English
Holland Country Radio;http://stream.dar.fm/90940;Stream;MP3;www.hollandcountry.nl;country;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s211736q.png;;NL;Dutch
CALM RADIO - CALM COUNTRY - Sampler;http://stream.dar.fm/40658;Stream;MP3;http://calmradio.com;country, country blues;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/6a/a0/6aa0e2b93a5248a0e348e8e51553a6d4.jpg;;;
Radio Free Country;http://stream.dar.fm/149284;Stream;MP3;http://www.radiofreecountry.com;country;192;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s284304q.png;Somerset;US;English
Matt's Movie Trax;http://stream.dar.fm/82519;Stream;MP3;http://www.myradiostream.com/mattsmovietrax;soundtracks;128;3.0;Movie music for people who love movies.;None;16;64;https://static1.squarespace.com/static/53042d91e4b0619b7f88762b/t/53043194e4b0b111f0043486/1523284547315/?format=1500w;;US;English
Organlive.com;http://stream.dar.fm/101227;Stream;MP3;http://www.organlive.com;classical;320;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s121159q.png;;US;English
OCEAN RADIO CHILLED;http://stream.dar.fm/23547;Stream;MP3;http://www.oceanradiochilled.com;downtempo;128;3.0;With Ocean Radio Chilled we are aiming  for an over all chilled feel to our playlists.  Included in that is downtempo dance, electronic, acoustic,  alternative/soft rock, R&B/soul, nujazz,  nu-soul, lounge music, as well as some vintage sounds.  The main aim of the station is to give you something interesting to listen to that isn;None;16;64;https://static.wixstatic.com/media/3489e0_dec255761f814be6a1f121880c441d25.png_srz_p_560_152_75_22_0.50_1.20_0.00_png_srz;;GB;English
radioneptun;http://stream.dar.fm/152823;Stream;MP3;laut.fm/radioneptun;pop, hip-hop, lounge;128;3.0;;None;16;64;https://assets.laut.fm/23f20c56c40f95f8b1c5470104fe2883;;;
my105 Dance;http://stream.dar.fm/119631;Stream;MP3;http://www.my105.ch;music, dance;128;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;;;
Radio Driland;http://stream.dar.fm/139002;Stream;MP3;http://laut.fm/driland;pop folk;128;3.0;Radio machen ist und war schon immer meine Leidenschaft, über 35 Jahre aktiv auf den Radiobändern unterwegs.;None;16;64;https://assets.laut.fm/fbb0b8b55fa6f7e29d0bce1542e490eb;;;
Kronehit Dance;http://stream.dar.fm/108911;Stream;MP3;http://www.kronehit.at/alles-ueber-kronehit/kronehit-empfangen/dance/;dance;128;3.0;Matthias Daniel präsentiert dir 24 Stunden Club-Sound! Egal ob du im Büro, zuhause oder unterwegs bist - mit KRONEHIT Dance holst du dir rund um die Uhr Partystimmung pur! Den perfekten Flair garantieren Electromusic-Größen wie Eiffel 65, Dario G oder Alcazar.;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/108911.jpg;;;
Boston Free Radio;http://stream.dar.fm/29135;Stream;MP3;www.bostonfreeradio.com;other;128;3.0;Boston Free Radio is a member-run radio station reaching out to the world through online streaming. We accept programing of all types, in any language. We also give radio DJs 100% control over their programs. Your music. Your voice. Your;None;16;64;https://static-media.streema.com/media/object-images/4931ea84-e5ea-473a-8e65-efdf8ef89a9e.JPG;Somerville;US;English
darkradio-finetunez;http://stream.dar.fm/155501;Stream;MP3;laut.fm/darkradio-finetunez;gothic, gothic rock, synth-pop, industrial, electronic;128;3.0;Der Darksender für alle dunkle Seelen.;None;16;64;https://assets.laut.fm/d9268a36cb2f20af698dca6e49c788e4;;;
GotRadio - Hip Hop Stop;http://stream.dar.fm/20711;Stream;MP3;http://www.gotradio.com;hip hop;128;3.0;GotRadio - Hip Hop Stop - There's no holding back with non-stop hip hop and rap;None;16;64;https://cdn-radiotime-logos.tunein.com/s49666t.png;;US;English
gamingradio;http://stream.dar.fm/159786;Stream;MP3;laut.fm/gamingradio;gaming, chillout, charts, hip-hop, pop, live;128;3.0;Egal ob Titelmusik von Großen Spieletiteln oder einfach Musik die zum Zocken passt. Hier ist was für jeden dabei.;None;16;64;https://assets.laut.fm/f43708eb0850b7453ca96891d1e7f861;;;
frameradio;http://stream.dar.fm/159840;Stream;MP3;laut.fm/frameradio;charts, live;128;3.0;Webradio.  Wir spielen dir 100% die beste Musik.  Viele Liveshows und Events. Wir wünschen dir viel Spaß beim hören.Offizieller Partner von Hot-SummerFM.de[Die Verwaltung dieses Sender wird durch Hot-SummerFM.de übernommen!].;None;16;64;https://assets.laut.fm/8d77eb0606b33ccb88e67cc13251240b;;;
europecommunity_radio;http://stream.dar.fm/160984;Stream;MP3;laut.fm/europecommunity_radio;hits,music,all;128;3.0;;None;16;64;http://assets.laut.fm/f351e3db02724a9e1af7ef926b018af9;;;
WISL-AM 1480;http://stream.dar.fm/97037;Stream;MP3;http://www.wisl1480.com;oldies;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/f7/2e/f72e04224737908aa86038c43785501d.jpg;;;
Jukebox GOLD;http://stream.dar.fm/143784;Stream;MP3;http://myhitmusic.de/portfolios/jukebox-gold-radio;oldies;192;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s284677q.png;;;
SonLeyendas.com Stream;http://stream.dar.fm/152280;Stream;MP3;http://localhost/;latin;320;3.0;;None;16;64;https://cdn-profiles.tunein.com/s188274/images/logog.png?t=152880;;;
fuegostation;http://stream.dar.fm/140849;Stream;MP3;laut.fm/fuegostation;latino, dance & electronic, salsa;128;3.0;Heiße Tracks für deine Sommerparty.FUEGOSTATION - lleno de fuego!;None;16;64;https://assets.laut.fm/db251fd059d8cad011e692484a9717d0;;;
100Hitz - Metal;http://stream.dar.fm/13617;Stream;MP3;http://www.100hitz.com;metal;128;3.0;;None;16;64;https://www.radioonlinelive.com/wp-content/uploads/2018/11/100hitz-Urban1.jpg;;;
ROCK HARD RADIO - USA;http://stream.dar.fm/33952;Stream;MP3;http://www.RockHardRadio.net;active rock;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s95336t.png;;;
Radio SD1;http://stream.dar.fm/115022;Stream;MP3;https://radio-sd1.de/;rock pop house techno;192;3.0;;None;16;64;https://static.radio.net/images/broadcasts/80/00/33629/1/c175.png;;;
Radio5150.com Stream;http://stream.dar.fm/149572;Stream;MP3;http://localhost/;rock radio;192;3.0;Radio5150 is a place you can hear the hits from the 80's and 90's. We play Rock, Alternative, Punk,. Glam, and sometimes Pop and Country. We are an Internet Radio station that cares about the music.;None;16;64;https://cdn-radiotime-logos.tunein.com/s254063q.png;;;
80s80s - Love;http://stream.dar.fm/140048;Stream;MP3;https://www.80s80s.de/streams/80s80s-love;pop;192;3.0;"Liebe wurde insbesondere in den 80s groß geschrieben. Schon 1980 war der Begriff des New Romantic in aller Munde. New Romantic war ein zentraler Bestandteil des ""New Wave"".";None;16;64;https://cdn-radiotime-logos.tunein.com/s263272q.png;;;
Radio0511;http://stream.dar.fm/121287;Stream;MP3;http://www.radio0511.com;60s, 70s, motown, oldies, soul;192;3.0;The New Generation 60's, 70's & 80's Golden Oldies;None;16;64;https://static-media.streema.com/media/cache/68/eb/68eb6e5c469d0d1d57ea890cc1765841.jpg;;;
TRIK FM;http://stream.dar.fm/67849;Stream;MP3;http://www.trikfm.com;top 40, top 40;128;3.0;;None;16;64;https://i3.radionomy.com/radios/400/6db3f15c-bed2-4e31-8bd0-50525aa4a96b.jpg;;US;English
Go FM;http://stream.dar.fm/16709;Stream;MP3;http://www.gofmradio.com;adult alternative, rock;192;3.0;Go FM is heavy on 80 & 90s rock and pop/rock with a touch of everything else including 60s/70s, new music and the unexpected!;None;16;64;https://www.liveonlineradio.net/wp-content/uploads/2016/05/GoFM.jpg;;;
